frame,point,x,y,z,label
0,0,0.8039037585258484,0.6471670269966125,-2.541499988240048e-08,‚Ì
0,1,0.7545295357704163,0.6133168935775757,-0.02945263497531414,‚Ì
0,2,0.7280363440513611,0.5430570244789124,-0.04675860330462456,‚Ì
0,3,0.7498956918716431,0.48171934485435486,-0.06349582225084305,‚Ì
0,4,0.7801533341407776,0.44896620512008667,-0.07905494421720505,‚Ì
0,5,0.7568962574005127,0.43457821011543274,-0.030793236568570137,‚Ì
0,6,0.7649849057197571,0.33796074986457825,-0.05760529264807701,‚Ì
0,7,0.7749680876731873,0.28019285202026367,-0.07450501620769501,‚Ì
0,8,0.7859205603599548,0.2298821061849594,-0.08669231832027435,‚Ì
0,9,0.8003222346305847,0.4492720365524292,-0.03286508098244667,‚Ì
0,10,0.8180959820747375,0.3960961103439331,-0.08023304492235184,‚Ì
0,11,0.8061782717704773,0.4647904336452484,-0.09107973426580429,‚Ì
0,12,0.7926191687583923,0.520031213760376,-0.08652981370687485,‚Ì
0,13,0.8380130529403687,0.47376275062561035,-0.03834936395287514,‚Ì
0,14,0.8510856032371521,0.44039595127105713,-0.08100491017103195,‚Ì
0,15,0.830668568611145,0.5021889805793762,-0.07527687400579453,‚Ì
0,16,0.811301589012146,0.5438169240951538,-0.05959588289260864,‚Ì
0,17,0.8714706897735596,0.5057280659675598,-0.04631173238158226,‚Ì
0,18,0.8853386640548706,0.4678162932395935,-0.07296129316091537,‚Ì
0,19,0.866300106048584,0.5070014595985413,-0.06646139919757843,‚Ì
0,20,0.8457560539245605,0.5381032228469849,-0.05447722226381302,‚Ì
1,0,0.8039591908454895,0.647650420665741,-3.628523970178321e-08,‚Ì
1,1,0.7548032999038696,0.6137967705726624,-0.028942370787262917,‚Ì
1,2,0.7282614707946777,0.54316246509552,-0.04593381658196449,‚Ì
1,3,0.7502350211143494,0.48142144083976746,-0.0623968243598938,‚Ì
1,4,0.780634880065918,0.44879764318466187,-0.07780294120311737,‚Ì
1,5,0.7573987245559692,0.4359745383262634,-0.03069029375910759,‚Ì
1,6,0.7649313807487488,0.33896970748901367,-0.05735629424452782,‚Ì
1,7,0.7750359177589417,0.2813277244567871,-0.07418514788150787,‚Ì
1,8,0.785976231098175,0.23089277744293213,-0.08642061054706573,‚Ì
1,9,0.8005919456481934,0.4504902958869934,-0.032926008105278015,‚Ì
1,10,0.8177044987678528,0.39712733030319214,-0.07999800890684128,‚Ì
1,11,0.8059367537498474,0.4660385251045227,-0.09056684374809265,‚Ì
1,12,0.7927643060684204,0.520783543586731,-0.08593282103538513,‚Ì
1,13,0.8381796479225159,0.47480639815330505,-0.03855594992637634,‚Ì
1,14,0.8511014580726624,0.44072389602661133,-0.08097359538078308,‚Ì
1,15,0.8305622935295105,0.5025730729103088,-0.07503878325223923,‚Ì
1,16,0.8114483952522278,0.5438795685768127,-0.05934811383485794,‚Ì
1,17,0.8717897534370422,0.5064190626144409,-0.04662485420703888,‚Ì
1,18,0.8851336240768433,0.46849948167800903,-0.07316891103982925,‚Ì
1,19,0.8655674457550049,0.5073970556259155,-0.06662435829639435,‚Ì
1,20,0.8450210690498352,0.538530170917511,-0.05471408739686012,‚Ì
2,0,0.804060161113739,0.6474381685256958,-2.909735385969725e-08,‚Ì
2,1,0.7550448179244995,0.6138924360275269,-0.029395030811429024,‚Ì
2,2,0.7282546162605286,0.5436992049217224,-0.04673992469906807,‚Ì
2,3,0.7500035166740417,0.4823043644428253,-0.06349650770425797,‚Ì
2,4,0.7801203727722168,0.4496433734893799,-0.0791982114315033,‚Ì
2,5,0.7574238777160645,0.4352164566516876,-0.03111937642097473,‚Ì
2,6,0.7651852369308472,0.33840441703796387,-0.05801917985081673,‚Ì
2,7,0.7752019166946411,0.28063809871673584,-0.07501920312643051,‚Ì
2,8,0.7860463857650757,0.23015354573726654,-0.08739392459392548,‚Ì
2,9,0.8007782697677612,0.44978317618370056,-0.03329002484679222,‚Ì
2,10,0.8179377913475037,0.3972483277320862,-0.08082112669944763,‚Ì
2,11,0.8059905767440796,0.46635690331459045,-0.09161350131034851,‚Ì
2,12,0.7927833199501038,0.5211445093154907,-0.08723162859678268,‚Ì
2,13,0.8382753133773804,0.4744774401187897,-0.038889080286026,‚Ì
2,14,0.8511039018630981,0.44135671854019165,-0.08175429701805115,‚Ì
2,15,0.8306653499603271,0.5032140612602234,-0.07603352516889572,‚Ì
2,16,0.8114137053489685,0.5445818305015564,-0.060372401028871536,‚Ì
2,17,0.8716596364974976,0.5062788724899292,-0.04694279283285141,‚Ì
2,18,0.8850353360176086,0.4689774811267853,-0.0738425925374031,‚Ì
2,19,0.8657328486442566,0.5082690119743347,-0.06743207573890686,‚Ì
2,20,0.8449293375015259,0.5393121242523193,-0.055544234812259674,‚Ì
3,0,0.8037172555923462,0.6479384899139404,-3.377718726937928e-08,‚Ì
3,1,0.7546458840370178,0.613995373249054,-0.029041094705462456,‚Ì
3,2,0.7282195091247559,0.5433546900749207,-0.04614081606268883,‚Ì
3,3,0.750391960144043,0.481882780790329,-0.06271251291036606,‚Ì
3,4,0.7805554270744324,0.4495416283607483,-0.0782281756401062,‚Ì
3,5,0.7575936913490295,0.4357964098453522,-0.030665770173072815,‚Ì
3,6,0.765388011932373,0.33922794461250305,-0.05735108256340027,‚Ì
3,7,0.7754251956939697,0.2814018428325653,-0.07416649162769318,‚Ì
3,8,0.7862972617149353,0.23116877675056458,-0.0864327996969223,‚Ì
3,9,0.8009885549545288,0.45021852850914,-0.03294031694531441,‚Ì
3,10,0.8175216913223267,0.3974865972995758,-0.08013717830181122,‚Ì
3,11,0.8058055639266968,0.4664822816848755,-0.09065695852041245,‚Ì
3,12,0.7928388714790344,0.5214874148368835,-0.086026631295681,‚Ì
3,13,0.83852219581604,0.47495073080062866,-0.03860637918114662,‚Ì
3,14,0.8508421778678894,0.4414738714694977,-0.08115259557962418,‚Ì
3,15,0.8306309580802917,0.5033811330795288,-0.07518190890550613,‚Ì
3,16,0.811615526676178,0.5449500679969788,-0.05942254886031151,‚Ì
3,17,0.8722015023231506,0.5069586038589478,-0.04675007238984108,‚Ì
3,18,0.884571373462677,0.47018516063690186,-0.07335414737462997,‚Ì
3,19,0.8652371168136597,0.5093404054641724,-0.06681482493877411,‚Ì
3,20,0.8449170589447021,0.5400422215461731,-0.05487345531582832,‚Ì
4,0,0.8025828003883362,0.6495050191879272,-4.114750851158533e-08,‚Ì
4,1,0.7527718544006348,0.615059494972229,-0.02769634872674942,‚Ì
4,2,0.7264658212661743,0.5447520613670349,-0.044119514524936676,‚Ì
4,3,0.7489204406738281,0.4841785132884979,-0.06025882437825203,‚Ì
4,4,0.7790223956108093,0.45325711369514465,-0.07546546310186386,‚Ì
4,5,0.7571746110916138,0.43937933444976807,-0.02972389943897724,‚Ì
4,6,0.7649325132369995,0.3412877917289734,-0.05604151636362076,‚Ì
4,7,0.7749590873718262,0.2823141813278198,-0.07246468216180801,‚Ì
4,8,0.7858089208602905,0.23144423961639404,-0.08426503092050552,‚Ì
4,9,0.7999391555786133,0.45401573181152344,-0.03240026906132698,‚Ì
4,10,0.8151489496231079,0.4006425440311432,-0.07858788967132568,‚Ì
4,11,0.8024713397026062,0.4691507816314697,-0.08832012861967087,‚Ì
4,12,0.7905377149581909,0.5239565968513489,-0.08321069926023483,‚Ì
4,13,0.8373380899429321,0.4787231981754303,-0.03836126625537872,‚Ì
4,14,0.848687469959259,0.4450565278530121,-0.07968275994062424,‚Ì
4,15,0.8276671171188354,0.505921483039856,-0.07311350107192993,‚Ì
4,16,0.8097363710403442,0.5474554896354675,-0.057176947593688965,‚Ì
4,17,0.8713834881782532,0.5104823708534241,-0.04671477898955345,‚Ì
4,18,0.882543683052063,0.4740535020828247,-0.07197806239128113,‚Ì
4,19,0.8628449440002441,0.5118471384048462,-0.06480053812265396,‚Ì
4,20,0.843249499797821,0.5423671007156372,-0.052635230123996735,‚Ì
5,0,0.801455557346344,0.6503756642341614,-4.3234162916405694e-08,‚Ì
5,1,0.7517929077148438,0.6172998547554016,-0.027888692915439606,‚Ì
5,2,0.7250759601593018,0.5471004843711853,-0.04428190365433693,‚Ì
5,3,0.7475296854972839,0.4861530363559723,-0.06035129353404045,‚Ì
5,4,0.7777285575866699,0.45515555143356323,-0.07544923573732376,‚Ì
5,5,0.7555331587791443,0.4407668709754944,-0.03039826825261116,‚Ì
5,6,0.764136016368866,0.3428373634815216,-0.05678931623697281,‚Ì
5,7,0.7745750546455383,0.2836267352104187,-0.07322299480438232,‚Ì
5,8,0.7855718731880188,0.23260211944580078,-0.0850827693939209,‚Ì
5,9,0.7988512516021729,0.45524391531944275,-0.032968565821647644,‚Ì
5,10,0.8150057792663574,0.4029933214187622,-0.07909216731786728,‚Ì
5,11,0.8023009300231934,0.4717029631137848,-0.08848284184932709,‚Ì
5,12,0.7899404764175415,0.5257146954536438,-0.08330179005861282,‚Ì
5,13,0.8366755247116089,0.4797704219818115,-0.0388377383351326,‚Ì
5,14,0.848564624786377,0.4468536376953125,-0.07998266071081161,‚Ì
5,15,0.827542245388031,0.508094072341919,-0.07302061468362808,‚Ì
5,16,0.8094585537910461,0.5484945178031921,-0.05691074579954147,‚Ì
5,17,0.871146559715271,0.5113307237625122,-0.04711529612541199,‚Ì
5,18,0.8823276162147522,0.4755028784275055,-0.07221107929944992,‚Ì
5,19,0.8623777031898499,0.5133803486824036,-0.06484425067901611,‚Ì
5,20,0.842771053314209,0.5427795648574829,-0.05257969722151756,‚Ì
6,0,0.7992944717407227,0.6547300815582275,-4.8683933329130014e-08,‚Ì
6,1,0.7494842410087585,0.6217375993728638,-0.027503350749611855,‚Ì
6,2,0.7220517992973328,0.5517233610153198,-0.043779194355010986,‚Ì
6,3,0.7456074357032776,0.4903525114059448,-0.05993388220667839,‚Ì
6,4,0.7776873707771301,0.4598698318004608,-0.07532121986150742,‚Ì
6,5,0.7536652684211731,0.44230687618255615,-0.028755340725183487,‚Ì
6,6,0.7625108361244202,0.3447587192058563,-0.055208638310432434,‚Ì
6,7,0.7734273672103882,0.2848861813545227,-0.07221143692731857,‚Ì
