frame,point,x,y,z,label
0,0,0.779338002204895,0.6329288482666016,-1.792153625501669e-07,‚Ì
0,1,0.7323738932609558,0.5935993790626526,-0.02238064631819725,‚Ì
0,2,0.7036377787590027,0.5248446464538574,-0.03710979223251343,‚Ì
0,3,0.7097606658935547,0.4672524631023407,-0.052795372903347015,‚Ì
0,4,0.7291545867919922,0.4210735559463501,-0.06733322888612747,‚Ì
0,5,0.7525367140769958,0.4219323396682739,-0.01868879608809948,‚Ì
0,6,0.7573253512382507,0.33661848306655884,-0.044378720223903656,‚Ì
0,7,0.7639418244361877,0.28502824902534485,-0.061403315514326096,‚Ì
0,8,0.7723374366760254,0.2410033792257309,-0.07326314598321915,‚Ì
0,9,0.7872971296310425,0.4355399012565613,-0.023394471034407616,‚Ì
0,10,0.7803145051002502,0.38371047377586365,-0.0657646656036377,‚Ì
0,11,0.7589685320854187,0.4478943645954132,-0.07586465030908585,‚Ì
0,12,0.7469528317451477,0.49656376242637634,-0.07219193875789642,‚Ì
0,13,0.8201566934585571,0.4598000943660736,-0.03165809437632561,‚Ì
0,14,0.8126903772354126,0.41692671179771423,-0.07215368002653122,‚Ì
0,15,0.7862928509712219,0.48172929883003235,-0.06450217962265015,‚Ì
0,16,0.7727299928665161,0.5262011289596558,-0.04801318421959877,‚Ì
0,17,0.8533620238304138,0.4937296509742737,-0.041815463453531265,‚Ì
0,18,0.8452122211456299,0.4526054263114929,-0.06821314990520477,‚Ì
0,19,0.8167877197265625,0.49470415711402893,-0.060255590826272964,‚Ì
0,20,0.7986201643943787,0.5287109017372131,-0.04705674573779106,‚Ì
1,0,0.779762327671051,0.6337475180625916,-1.7362737025905517e-07,‚Ì
1,1,0.7322817444801331,0.5946396589279175,-0.022930968552827835,‚Ì
1,2,0.7029691934585571,0.5258448123931885,-0.037852466106414795,‚Ì
1,3,0.7090290784835815,0.46769240498542786,-0.05367887392640114,‚Ì
1,4,0.7290394306182861,0.42217355966567993,-0.06827306747436523,‚Ì
1,5,0.7519981861114502,0.421932578086853,-0.019032126292586327,‚Ì
1,6,0.7569023966789246,0.3360631465911865,-0.04482224956154823,‚Ì
1,7,0.7638270258903503,0.28430354595184326,-0.06199640780687332,‚Ì
1,8,0.7724337577819824,0.24014419317245483,-0.07393360137939453,‚Ì
1,9,0.7870046496391296,0.43567579984664917,-0.023585589602589607,‚Ì
1,10,0.7804746627807617,0.38406622409820557,-0.06627069413661957,‚Ì
1,11,0.7591238617897034,0.4484124183654785,-0.07647506892681122,‚Ì
1,12,0.74700528383255,0.4972672164440155,-0.07277838885784149,‚Ì
1,13,0.820118248462677,0.4601474702358246,-0.03176834434270859,‚Ì
1,14,0.8132603168487549,0.4170701503753662,-0.07254734635353088,‚Ì
1,15,0.7869492173194885,0.48206451535224915,-0.06492295116186142,‚Ì
1,16,0.7732780575752258,0.5263713598251343,-0.048364900052547455,‚Ì
1,17,0.8531058430671692,0.49431678652763367,-0.04185720160603523,‚Ì
1,18,0.8458030223846436,0.45318323373794556,-0.06854261457920074,‚Ì
1,19,0.8177905082702637,0.49502959847450256,-0.06068716570734978,‚Ì
1,20,0.7995879054069519,0.5288270711898804,-0.047479234635829926,‚Ì
2,0,0.7791714072227478,0.6348353624343872,-1.786705610129502e-07,‚Ì
2,1,0.7320711016654968,0.5948999524116516,-0.022838078439235687,‚Ì
2,2,0.7031874656677246,0.5266571640968323,-0.03783766180276871,‚Ì
2,3,0.7089056968688965,0.46897754073143005,-0.053843673318624496,‚Ì
2,4,0.7280879616737366,0.4235351085662842,-0.06870777904987335,‚Ì
2,5,0.7523972988128662,0.42337900400161743,-0.019422044977545738,‚Ì
