frame,point,x,y,z,label
0,0,0.3996715247631073,0.91316819190979,-1.5032965450245683e-07,‚à
0,1,0.3814051151275635,0.843111515045166,-0.007421496789902449,‚à
0,2,0.39295774698257446,0.7619128823280334,-0.012457977049052715,‚à
0,3,0.4039553999900818,0.7022368907928467,-0.01663663052022457,‚à
0,4,0.39346760511398315,0.6582949161529541,-0.02149764634668827,‚à
0,5,0.41240057349205017,0.7776875495910645,-0.021653614938259125,‚à
0,6,0.4448550343513489,0.7190685272216797,-0.03202551603317261,‚à
0,7,0.46545106172561646,0.6814268827438354,-0.03803030028939247,‚à
0,8,0.4798266589641571,0.6522139310836792,-0.04343720152974129,‚à
0,9,0.44379499554634094,0.8175625205039978,-0.02522788941860199,‚à
0,10,0.46179571747779846,0.7669944167137146,-0.03977194428443909,‚à
0,11,0.4500117301940918,0.7812115550041199,-0.04109767824411392,‚à
0,12,0.43938493728637695,0.8063400387763977,-0.03992791473865509,‚à
0,13,0.4669002592563629,0.8621299862861633,-0.028178295120596886,‚à
0,14,0.4838551878929138,0.8076328039169312,-0.04203348979353905,‚à
0,15,0.47344306111335754,0.8179791569709778,-0.035014912486076355,‚à
0,16,0.4623863697052002,0.8412541151046753,-0.027606409043073654,‚à
0,17,0.48510289192199707,0.9035226106643677,-0.031063709408044815,‚à
0,18,0.5029975771903992,0.8489564657211304,-0.04169555380940437,‚à
0,19,0.49184298515319824,0.8555871844291687,-0.034910932183265686,‚à
0,20,0.4810740351676941,0.8772701621055603,-0.02784036099910736,‚à
1,0,0.38187503814697266,0.9176539182662964,1.3312981650415168e-07,‚à
1,1,0.3584059476852417,0.8552044630050659,-0.013300466351211071,‚à
1,2,0.36313775181770325,0.7651811838150024,-0.024817194789648056,‚à
1,3,0.37457597255706787,0.6944490671157837,-0.032314058393239975,‚à
1,4,0.3670913577079773,0.6445254683494568,-0.03973336145281792,‚à
1,5,0.37153360247612,0.7970979809761047,-0.04955684021115303,‚à
1,6,0.4216134548187256,0.7128298282623291,-0.06674791872501373,‚à
1,7,0.45205700397491455,0.6630439758300781,-0.07103922218084335,‚à
1,8,0.47732704877853394,0.6289809942245483,-0.07295221835374832,‚à
1,9,0.4080016016960144,0.8298161625862122,-0.050590891391038895,‚à
1,10,0.4581035375595093,0.7252980470657349,-0.07445158809423447,‚à
1,11,0.4459047019481659,0.7341124415397644,-0.07212498039007187,‚à
1,12,0.43002721667289734,0.7663111090660095,-0.06416279077529907,‚à
1,13,0.44296249747276306,0.8595454096794128,-0.049453429877758026,‚à
1,14,0.48183250427246094,0.7603740096092224,-0.06752344965934753,‚à
1,15,0.46707069873809814,0.7665181159973145,-0.05485634133219719,‚à
1,16,0.4527847468852997,0.7953587770462036,-0.040819115936756134,‚à
1,17,0.4734243154525757,0.8805819153785706,-0.04849693924188614,‚à
1,18,0.49851733446121216,0.7974417805671692,-0.05878573656082153,‚à
1,19,0.48408007621765137,0.8030731081962585,-0.048833005130290985,‚à
1,20,0.47159016132354736,0.830256998538971,-0.038673464208841324,‚à
2,0,0.37942343950271606,0.8890738487243652,2.141112247500132e-07,‚à
2,1,0.35320696234703064,0.8204343318939209,-0.012484658509492874,‚à
2,2,0.3561372756958008,0.731939435005188,-0.02293446846306324,‚à
2,3,0.3586514890193939,0.660558819770813,-0.029618386179208755,‚à
2,4,0.3421705663204193,0.6167367696762085,-0.03620339184999466,‚à
2,5,0.3712887763977051,0.7572278380393982,-0.04482324421405792,‚à
2,6,0.418314665555954,0.6698580980300903,-0.06132815033197403,‚à
2,7,0.44540485739707947,0.6230428814888,-0.067432701587677,‚à
2,8,0.46935582160949707,0.5886956453323364,-0.07042845338582993,‚à
2,9,0.40976837277412415,0.7866825461387634,-0.04502107575535774,‚à
2,10,0.45340800285339355,0.6876050233840942,-0.06635875254869461,‚à
2,11,0.4398598372936249,0.6945061683654785,-0.0645499899983406,‚à
2,12,0.423682302236557,0.7231327295303345,-0.057654112577438354,‚à
2,13,0.44584041833877563,0.8154104948043823,-0.0431840606033802,‚à
2,14,0.4750402271747589,0.7209627628326416,-0.057682376354932785,‚à
2,15,0.45968595147132874,0.7267365455627441,-0.04504933953285217,‚à
2,16,0.4467192590236664,0.7536599636077881,-0.031738024204969406,‚à
2,17,0.4760540723800659,0.8382658958435059,-0.04162966087460518,‚à
2,18,0.494813472032547,0.7570455074310303,-0.047818999737501144,‚à
2,19,0.47926631569862366,0.7618144154548645,-0.03600556030869484,‚à
2,20,0.4678207337856293,0.7878426909446716,-0.024714963510632515,‚à
3,0,0.37303802371025085,0.8631583452224731,1.7974176103052741e-07,‚à
3,1,0.34779927134513855,0.7931873798370361,-0.012495683506131172,‚à
3,2,0.345966100692749,0.706133246421814,-0.024114476516842842,‚à
3,3,0.34214261174201965,0.6389118432998657,-0.03244493156671524,‚à
3,4,0.32160428166389465,0.5986407399177551,-0.04100922495126724,‚à
3,5,0.3652246594429016,0.7275601029396057,-0.04261685535311699,‚à
3,6,0.40925437211990356,0.6431559324264526,-0.0584593340754509,‚à
3,7,0.43482330441474915,0.5971701741218567,-0.06313608586788177,‚à
3,8,0.45849552750587463,0.564296305179596,-0.06506524235010147,‚à
3,9,0.40480923652648926,0.7553200125694275,-0.04331836849451065,‚à
3,10,0.4443293809890747,0.6556881666183472,-0.06658518314361572,‚à
3,11,0.42870429158210754,0.6646145582199097,-0.065182164311409,‚à
3,12,0.413603812456131,0.695940375328064,-0.05723169073462486,‚à
3,13,0.4415544271469116,0.7821511030197144,-0.042178407311439514,‚à
3,14,0.46670395135879517,0.6898860931396484,-0.05869317427277565,‚à
3,15,0.45011335611343384,0.6976462602615356,-0.046738237142562866,‚à
3,16,0.43823665380477905,0.726154625415802,-0.03279569000005722,‚à
3,17,0.4730871617794037,0.8048243522644043,-0.041213832795619965,‚à
3,18,0.4870748817920685,0.7233854532241821,-0.04846279323101044,‚à
3,19,0.47120198607444763,0.7317829728126526,-0.0369170717895031,‚à
3,20,0.4612666666507721,0.7598212957382202,-0.025298278778791428,‚à
4,0,0.37256765365600586,0.8445168137550354,1.374899341044511e-07,‚à
4,1,0.34406399726867676,0.7760554552078247,-0.009524364024400711,‚à
4,2,0.3379358947277069,0.6897649765014648,-0.020165739580988884,‚à
4,3,0.33063140511512756,0.6230166554450989,-0.027806080877780914,‚à
4,4,0.3067183196544647,0.5887491106987,-0.035833653062582016,‚à
4,5,0.361669659614563,0.7055668830871582,-0.040629345923662186,‚à
4,6,0.4051460921764374,0.6228460073471069,-0.055373866111040115,‚à
4,7,0.42997846007347107,0.578711211681366,-0.05850149318575859,‚à
