frame,point,x,y,z,label
0,0,0.7882236242294312,0.785190224647522,-1.1557932388939207e-08,‚Ì
0,1,0.7458865642547607,0.7450808882713318,-0.010789605788886547,‚Ì
0,2,0.7244963645935059,0.6795125007629395,-0.017960233613848686,‚Ì
0,3,0.7340055108070374,0.630560040473938,-0.027420075610280037,‚Ì
0,4,0.7497625946998596,0.5988729000091553,-0.03699774295091629,‚Ì
0,5,0.7658066749572754,0.5912542343139648,-0.0043217334896326065,‚Ì
0,6,0.7754420638084412,0.5249651670455933,-0.020535599440336227,‚Ì
0,7,0.7846523523330688,0.47976475954055786,-0.03315994143486023,‚Ì
0,8,0.7947522401809692,0.4425450563430786,-0.04265345260500908,‚Ì
0,9,0.7979266047477722,0.6051011681556702,-0.011050509288907051,‚Ì
0,10,0.7924355864524841,0.5623501539230347,-0.039219629019498825,‚Ì
0,11,0.7770167589187622,0.6128555536270142,-0.04561596363782883,‚Ì
0,12,0.7718033194541931,0.6580215692520142,-0.042249470949172974,‚Ì
0,13,0.825852632522583,0.6292222738265991,-0.020367275923490524,‚Ì
0,14,0.8150546550750732,0.5952770709991455,-0.045447640120983124,‚Ì
0,15,0.7956319451332092,0.6395896673202515,-0.037940360605716705,‚Ì
0,16,0.7891927361488342,0.6770145893096924,-0.025501174852252007,‚Ì
0,17,0.8509474396705627,0.662301242351532,-0.031123215332627296,‚Ì
0,18,0.8360068798065186,0.6291330456733704,-0.04517832025885582,‚Ì
0,19,0.8145498633384705,0.6561295390129089,-0.03686308488249779,‚Ì
0,20,0.8047444820404053,0.683316171169281,-0.026241803541779518,‚Ì
1,0,0.7809696197509766,0.7337791323661804,-4.618459925609386e-08,‚Ì
1,1,0.7397958636283875,0.6952182054519653,-0.012715748511254787,‚Ì
1,2,0.7194531559944153,0.632001519203186,-0.020730726420879364,‚Ì
1,3,0.7289953231811523,0.5830872654914856,-0.030487360432744026,‚Ì
1,4,0.746362566947937,0.5516244769096375,-0.040345449000597,‚Ì
1,5,0.7608199119567871,0.5420327186584473,-0.006890515331178904,‚Ì
1,6,0.7692087888717651,0.474510133266449,-0.023740572854876518,‚Ì
1,7,0.7744226455688477,0.4298478662967682,-0.035813771188259125,‚Ì
1,8,0.7816850543022156,0.39210495352745056,-0.04470802843570709,‚Ì
1,9,0.7919585704803467,0.5573114156723022,-0.012944023124873638,‚Ì
1,10,0.7876508831977844,0.5144266486167908,-0.04240836948156357,‚Ì
1,11,0.7704564332962036,0.5690399408340454,-0.04802224040031433,‚Ì
1,12,0.7656604647636414,0.6140276193618774,-0.04342292994260788,‚Ì
1,13,0.8197630643844604,0.5831459164619446,-0.021660735830664635,‚Ì
1,14,0.8115336298942566,0.5472956299781799,-0.048935338854789734,‚Ì
1,15,0.7913380861282349,0.5967325568199158,-0.04021017253398895,‚Ì
1,16,0.786517322063446,0.6333314776420593,-0.026006409898400307,‚Ì
1,17,0.8460453152656555,0.6179580092430115,-0.03177246078848839,‚Ì
1,18,0.8352171182632446,0.5820271372795105,-0.04677095636725426,‚Ì
1,19,0.8147041201591492,0.613506555557251,-0.036760687828063965,‚Ì
1,20,0.8076187968254089,0.6409441828727722,-0.024501487612724304,‚Ì
2,0,0.7795190811157227,0.6876636743545532,-5.1599496231347075e-08,‚Ì
2,1,0.7380303740501404,0.6528266668319702,-0.015351902693510056,‚Ì
2,2,0.7162891030311584,0.5923926830291748,-0.024798579514026642,‚Ì
2,3,0.7238150835037231,0.5430624485015869,-0.03549864515662193,‚Ì
2,4,0.739654541015625,0.5085636377334595,-0.04592953249812126,‚Ì
2,5,0.7537323236465454,0.5005217790603638,-0.008824189193546772,‚Ì
2,6,0.7598888874053955,0.4321133494377136,-0.02698570117354393,‚Ì
